1045557193|"Fire fighting cigarette cards 1930"|$49.00
1045558134|"Lefton Polar Bear Pals Figurine MINT SO CUTE"|$7.95
1045560663|"Dept 56~*~Monopoly~*~ORIENTAL AVENUE~*~NR"|$22.50
1045562364|"UNCANNY X-MEN #97 CGC 9.2 NM-"|$62.01
1045568348|"The Cookie Bakery Cookie Jar"|$1.25
1045570474|"GORGEOUS FROSTED AMBER DECANTER + 6 GLASSES!!"|$9.99
1045570482|"1 HOLIDAY COOKIE JAR HOUSE snowman"|$7.99
1045570669|"Brown Bag Hearts and Flowers Cookie Stamp"|$6.99
1045573947|"Snow Village SNOWY HILLS HOSPITAL"|$97.50
1045577527|"VERY NICE CUT GLASS SALT & PEPPER SHAKERS"|$2.00
1045577561|"NR Hallmark SILVER STAR Train Set of 3 mimb"|$9.99
1045578379|"RARE Tupperware Black Rock N Serve Round 3"|$19.99
1045582030|"KITTEN THREE TINY TREASURES"|$12.99
1045584095|"THE MIGHTY THOR #215"|$0.99
1045584268|"VINTAGE HOMCO CLOWNS-2"|$19.99
1045585905|"AVON PLATE 1995 CHRISTMAS TRIMMING THE TREE"|$4.95
1045585978|"Souvenir Salt and Pepper Shakers Set of Three"|$4.99
1045586641|"WHAT IF #1 - CGC NM 9.4 OFF-WHITE-WHITE PG"|$21.50
1045588543|"Knowles Limited Edition "Annie & Sandy' Plate"|$6.00
1045590166|"Peanuts Magic #4 Ornament--Hallmark"|$20.50
1045591004|"2 Old Sets For 1 Price Glass Salt & Pepper NR"|$2.75
1045593599|"Seattle SEAHAWKS Practice FOOTBALL JERSEY M"|$6.50
1045594176|"R. CRUMB PIONEERS OF COUNTRY MUSIC CARD SET"|$19.99
1045596448|"LENOX FIRST CHRISTMAS 2000 BABY BOY ORNAMENT"|$9.99
1045598437|"BATMAN!!! LARGE LOT OF BATMAN COMICS!"|$250.00
1045599241|"Radko Jim Henson's "Fozzie Bear" baker"|$22.00
1045601612|"Rollerama Roller Skaters Accessory Set of 2"|$14.99
1045602125|"Superman Postcards 1972 Super COOL!!!!!!"|$14.95
1045602170|"Hallmark Ornament ~ Frosty Friends & Wreath"|$8.00
1045602986|"ANGEL WITH HORN=LG V=WITH BEE=STAMPED GERMANY"|$9.99
1045604603|"Ultimate Strangers in Paradise Lot Great Book"|$4.70
1045606939|"Tree Trimmin' Time, Winnie The Pooh"|$14.95
1045608236|"5 BRAND NEW ARCHIE DIGEST COMIC BOOKS NR"|$3.25
1045609290|"Limoges Peaceable Kingdom Animal Plate"|$24.99
1045609361|"Superman's Pal Jimmy Olsen #60 VG"|$2.00
1045612863|"Precious Moments Enesco Holiday Ornament nib"|$6.00
1045615794|"DUNCAN ROYALE WASSAIL 12" FIGURE, MINT W/BOX!"|$50.00
1045615887|"Baked Apple Candles Home Interior Homco"|$2.99
1045617280|"CHAMPION SPORTS #1 - DC Comic - 1973"|$1.00
1045618119|"Oriental Tin Decorative Bowl ~ Stunning~"|$5.00
1045632120|"ALL FAMOUS POLICE CASES #10 LB COLE CVR 1953"|$6.27
1045634599|"Sunbeam Electric Iron ( P.Date Dec 22 1925)"|$9.99
1045635023|"2 My First Precious Moments Baby Doll s MIB"|$9.99
1045641581|"Duncan Royale Sir Christmas with Staff"|$75.00
1045647851|"Mary Moo Had Farm Holiday Spirit Hen Rooster"|$7.99
1045648841|"Old Metal 4 Pc Canister Set w/Old Pictures !!"|$17.99
1045652705|"Precious Moments - SAMMY CIRCUS- SAMMY"|$10.99
1045653591|"Memories of Yesterday BOO BOO WITH MISTLETOE"|$16.50
1045655459|"Dept. 56 LOMAS LTD. MOLASSES 1993 - MIB"|$20.00
1045655586|"Antique Japan Handpainted Woodpecker S & P"|$3.99
1045655611|"D56*DICKENS*WM WHEAT CAKES & PUDDINGS*MIB*"|$11.73
1045657358|"Vintage Pottery Pink & Gold Globes S &"|$1.99
1045657408|"Washington D.C. State Capital Salt & Pepp"|$1.99
1045657799|"NY GIANTS NFL SCHEDULE WATCH * NEW *"|$15.50
1045664346|"3 RARE Adventurers Posters Fantasy Comics"|$2.00
1045671817|"CHERISHED TEDDIES NICKOLAS"|$16.00
1045671883|"Limited Ed Eagle Plate by Van Ruyckevelt"|$35.00
1045677283|"Precious Moments E-5637 The Heavenly Light"|$22.50
1045677572|"LOT OF WOODEN SPOONS TAKE A LOOK"|$0.99
1045678297|"ENESCO CENTIMENTAL BEARS SET-7 TEDDY BEARS"|$4.00
1045678903|"River Group Elvis Dufex card #24/40"|$4.99
1045679123|"Bottle Opener "White Rock""|$3.00
1045680516|"Norman Rockwell Plate Our Love of Country"|$4.00
1045680577|"Josef Originals! Top condition! Beautiful!"|$25.00
1045681492|"WINDRIDER ~ Chuck Ren ~ Indian Warriors PLATE"|$8.99
1045681675|"Enigma Lot Issues 1-5 Vertigo Comics"|$3.00
1045683252|"Dept 56 Eleven Lords a Leaping NEW IN BOX"|$26.00
1045684594|"Vintage Jigger Corkscrew & Bottle Opener"|$4.99
1045688690|"1964 POPEYE LUNCHBOX With THERMOS"|$19.95
1045689513|"8 DC COMICS PRESENTS #86-93 SUPERBOY CREEPER"|$5.00
1045692163|"ANTIQUE MCNESS CAN"|$1.00
1045696657|"New! Tupperware Holiday Prep Set - Spatula &!"|$6.99
1045697315|"Precious Moments January 261203 NIB"|$7.95
1045698576|"1999 HALLMARK *MUHAMMAD ALI* KEEPSAKE"|$1.80
1045699221|"1688 FLAG SHIP BOTTLE STOPPER & OPENER SET"|$9.00
1045699348|"Longaberger Baskets CARD KEEPER +PROT + LID"|$82.50
1045700537|"Homco Home Interior Christmas Bears"|$9.00
1045702702|"JIMMY DURANTE BY ESCO DATED 1974"|$91.00
1045703148|"SPOONTIQUES CASTLE WITH CYRSTAL CM 986"|$3.00
1045704363|"Amber Unembossed Lightning Pint Fruit jar"|$46.00
1045705706|"Beautiful SANTA In SLEIGH Cookie Jar"|$17.99
1045710634|"New Large Couch Potato Chip & Dip Ceramic NR"|$2.75
1045711485|"Harbour Lights - Tybee Island Georgia #423"|$49.99
1045716476|"M.A.R.S. PATROL TOTAL WAR COMIC #4 1967 NR"|$1.00
1045719451|"Avon 1993 Our First Christmas Ornament"|$3.00
1045722461|"Ritzenhoff Unique German Beer Glass TN2"|$12.50
1045722507|"Ritzenhoff Unique German Beer Glass TN7"|$12.50
1045723239|"KILLER 1950'S RICKY ROBE !!!"|$16.99
1045723355|"Longaberger 1996 Bee LINER and TIE-ON Set"|$14.95
1045724030|"FELIX the CAT Magnets"|$9.99
1045724759|"INDIANA JONES TEMPLE OF DOOM SET + BONUS"|$14.99
1045725925|"Baseball theme Heavy Pewter Frame 4 X 5 1/2""|$2.50
1045728189|"Gold Key Tom & Jerry No 299"|$3.00
1045728214|"D C Comic Superman Family No 177"|$3.00
1045730799|"X-MEN Lot 33 - #2"|$100.00
1045731418|"Richard Kiel twilight zone autograph 'Hi' A-3"|$15.49
1045732786|"Hallmark Ornament Peter Pan and Tinkerbell"|$8.50
1045732931|"Viceroy Cigarette American Airline Pack"|$2.99
1045738337|"Vintage Aluminum Mirro Donut Maker"|$1.99
1045739279|"WALNUT ANSONIA MANTLE CLOCK 1882"|$42.00
1045742100|"Ghostly Tales #68 FN NR :CHECK IT OUT:"|$3.59
1045743020|"Precious Moments Sugar Town "KATY LYNNE""|$31.00
1045746374|"HELLERWARE 3 TIER CHROMIUM TRAY...NICE!!"|$7.00
1045746742|"Hood's 1/2 Pint Square Store Milk Bottle"|$9.95
1045747129|"Precious Moments Peace on Earth E9287"|$100.00
1045747332|"Jessie Willcox Smith - Story Time - PLATE"|$7.99
1045748248|"HALLMARK CHILD CARE GIVER 1996"|$3.99
1045748611|"Blue Willow MEASURING SPOONS,set of 5"|$19.99
1045750612|"LONGABERGER Parsley Booking basket"|$25.99
1045754011|"Silver Cake Server Very Ornate England"|$8.50
1045754969|"1945 CAPTAIN MARVEL ADVENTURES #49 CGC Graded"|$37.77
1045756299|"Seven 19th Century Inks"|$3.99
1045756410|"Thor 241 1975 vfn"|$1.00
1045756544|"WHITE GENTLEMEN GLASS PITCHER MADE IN JAPAN"|$24.99
1045757105|"Incredible Hulk: Transformations tpb"|$2.00
1045757611|"Longaberger Holly 1 quart crock & candle"|$18.50
1045758137|"Starter Yankees Jacket"|$11.50
1045761123|"MASON'S PINT CFG**PIC**"|$3.00
1045761545|"1979 Goebel Angel Bell Ornament-White"|$5.99
1045764509|"Dreamsicles: Rainbow Rider? - Large - No Box"|$5.99
1045767117|"1881 Northern Pacific Railroad ticket-large"|$8.50
